Year,Make,Model,Engine_Size,Mileage,Transmission,Fuel_Type,Owner_Type,Price
2021,Toyota,Prius,1.8,6191,Automatic,Petrol,First,18465.02
2024,Toyota,Prius,4.0,125139,Automatic,Electric,Second,21520.22
2020,Toyota,Prius,2.5,91789,Manual,Petrol,Third,9276.27
2015,Toyota,Prius,4.0,33111,Manual,Petrol,Third,9040.14
2017,Toyota,Prius,4.0,120959,Automatic,Electric,Third,13109.74
2015,Toyota,Prius,1.8,86588,Manual,Petrol,Second,5529.84
2016,Toyota,Prius,2.5,73067,Automatic,Electric,Third,10428.27
2022,Toyota,Prius,4.0,110268,Manual,Diesel,Second,16433.97
2018,Toyota,Prius,3.5,26888,Automatic,Hybrid,First,18924.28
2021,Toyota,Prius,2.0,64558,Manual,Electric,Second,16586.37
2022,Toyota,Prius,4.0,88667,Manual,Electric,Second,20803.38
2024,Toyota,Prius,2.0,60866,Manual,Electric,First,25184.7
2020,Toyota,Prius,2.0,29806,Automatic,Petrol,Third,9763.71
2014,Toyota,Prius,5.7,80811,Manual,Hybrid,First,14594.4
2024,Toyota,Prius,2.5,101989,Automatic,Hybrid,First,22944.87
2019,Toyota,Prius,1.8,40643,Automatic,Electric,Second,15858.37
2017,Toyota,Prius,4.0,108469,Automatic,Diesel,Second,12139.79
2024,Toyota,Prius,2.5,97463,Manual,Diesel,Third,14234.07
2021,Toyota,Prius,5.7,26387,Automatic,Petrol,Second,20022.58
2016,Toyota,Prius,2.5,51689,Automatic,Electric,Third,10979.66
2019,Toyota,Prius,3.5,60804,Manual,Electric,First,19734.52
2018,Toyota,Prius,2.5,84942,Automatic,Diesel,Third,11911.99
2024,Toyota,Sienna,1.8,59447,Automatic,Electric,Second,22292.93
2024,Toyota,Sienna,4.0,52666,Automatic,Hybrid,Third,19225.54
2022,Toyota,Sienna,2.0,113058,Automatic,Diesel,First,17105.53
2023,Toyota,Sienna,2.0,34656,Manual,Petrol,First,19655.61
2016,Toyota,Sienna,3.5,50701,Manual,Diesel,Second,9015.8
2015,Toyota,Sienna,5.7,15087,Automatic,Petrol,Second,12694.86
2016,Toyota,Sienna,4.0,106555,Manual,Diesel,Second,7530.17
2017,Toyota,Sienna,5.7,5023,Automatic,Petrol,Second,17486.19
2018,Toyota,Sienna,5.7,107195,Manual,Petrol,First,14865.2
2016,Toyota,Sienna,4.0,97733,Automatic,Hybrid,First,13758.49
2022,Toyota,Sienna,3.5,96059,Manual,Diesel,Second,16650.0
2024,Toyota,Sienna,3.5,112458,Automatic,Electric,Second,22870.14
2015,Toyota,Sienna,5.7,52815,Automatic,Hybrid,Second,15031.2
2016,Toyota,Sienna,5.7,31854,Automatic,Electric,First,22871.74
2014,Toyota,Sienna,3.5,53288,Automatic,Hybrid,Third,10069.1
2018,Toyota,Sienna,4.0,80984,Automatic,Diesel,Third,12098.46
2023,Toyota,Sienna,5.7,33254,Manual,Hybrid,Third,19684.49
2022,Toyota,Sienna,2.0,49850,Automatic,Electric,First,21746.98
2018,Toyota,Sienna,4.0,38525,Automatic,Electric,First,21028.72
2017,Toyota,Sienna,4.0,10999,Automatic,Hybrid,First,19715.91
2017,Toyota,Sienna,2.0,28279,Automatic,Hybrid,Second,12778.43
2019,Toyota,Sienna,2.0,120666,Automatic,Hybrid,First,14501.01
2016,Toyota,Sienna,5.7,128736,Manual,Diesel,First,13010.03
2016,Toyota,Sienna,4.0,83797,Manual,Hybrid,Second,12637.14
2018,Toyota,Sienna,3.5,106302,Automatic,Electric,Second,14490.98
2018,Toyota,Sienna,2.0,10896,Automatic,Diesel,First,14673.61
2016,Toyota,Sienna,2.5,5643,Manual,Diesel,Third,9051.36
2013,Toyota,Sienna,2.5,100798,Manual,Electric,Third,5359.89
2014,Toyota,Sienna,2.5,69707,Manual,Electric,Third,9224.25
2020,Toyota,Sienna,5.7,73968,Automatic,Diesel,First,20712.06
2014,Toyota,Sienna,4.0,121358,Manual,Petrol,First,6965.47
2024,Toyota,Sienna,1.8,9588,Automatic,Petrol,Second,18511.93
2017,Toyota,Sienna,3.5,94006,Manual,Petrol,Third,8105.23
2020,Toyota,Sienna,4.0,101876,Manual,Hybrid,Second,16925.46
2023,Toyota,Sienna,1.8,58718,Manual,Petrol,First,15887.19
2014,Toyota,Sienna,1.8,50945,Automatic,Petrol,Second,6924.27
2018,Toyota,Sienna,1.8,71673,Manual,Diesel,Third,8673.86
2020,Toyota,Sienna,5.7,33651,Automatic,Diesel,Third,18169.8
2015,Toyota,Sienna,1.8,40823,Manual,Electric,First,12292.61
2016,Toyota,Sienna,5.7,8774,Manual,Hybrid,First,18261.04
2018,Toyota,Sienna,3.5,17939,Manual,Electric,First,20258.16
2022,Toyota,Sienna,1.8,32118,Manual,Petrol,Second,14332.26
2015,Toyota,Sienna,3.5,26648,Manual,Hybrid,Third,10236.62
2021,Toyota,Sienna,2.5,82025,Automatic,Electric,First,20512.39
2015,Toyota,Sienna,2.5,5551,Manual,Diesel,First,12873.93
2019,Toyota,Sienna,1.8,24038,Automatic,Hybrid,Second,16219.75
2020,Toyota,Sienna,2.0,116193,Manual,Hybrid,Second,11586.24
2015,Toyota,Sienna,4.0,68794,Automatic,Diesel,Third,9860.9
2020,Toyota,Sienna,5.7,112472,Manual,Petrol,Third,11388.4
2016,Toyota,Sienna,5.7,14205,Manual,Diesel,Third,12550.54
2021,Toyota,Sienna,3.5,66370,Manual,Electric,First,22053.75
2017,Toyota,Sienna,5.7,122052,Manual,Hybrid,Second,13430.21
2022,Toyota,Sienna,2.5,11438,Manual,Electric,First,24841.13
2021,Toyota,Sienna,3.5,27217,Manual,Diesel,First,21711.93
2015,Toyota,Sienna,4.0,80275,Automatic,Petrol,Second,10933.74
2024,Toyota,Sienna,1.8,33090,Manual,Electric,First,24692.11
2017,Toyota,Sienna,2.0,49037,Automatic,Hybrid,Second,13001.98
2020,Toyota,Sienna,2.0,93301,Automatic,Petrol,Third,9128.24
2016,Toyota,Sienna,2.0,48096,Automatic,Electric,Second,13858.97
2018,Toyota,Sienna,1.8,75516,Manual,Electric,Second,13982.81
2023,Toyota,Sienna,2.5,81112,Manual,Petrol,Second,15733.9
2024,Toyota,Sienna,5.7,107648,Manual,Hybrid,First,24234.84
2020,Toyota,Sienna,2.5,124347,Manual,Petrol,Third,7549.71
2015,Toyota,Sienna,1.8,96812,Automatic,Diesel,Second,6179.42
2016,Toyota,Sienna,3.5,26952,Automatic,Petrol,Third,10559.51
2023,Toyota,Sienna,2.5,121362,Manual,Hybrid,Second,16151.75
2018,Toyota,Sienna,5.7,5659,Automatic,Hybrid,Second,20001.74
2023,Toyota,Sienna,3.5,111400,Automatic,Hybrid,Second,18671.8
2022,Toyota,Sienna,5.7,37518,Manual,Hybrid,First,25991.08
2022,Toyota,Sienna,2.5,27264,Manual,Hybrid,First,20905.85
2019,Toyota,Sienna,5.7,75766,Automatic,Electric,Third,19057.51
2016,Toyota,Sienna,5.7,127023,Manual,Petrol,First,11867.91
2016,Toyota,Sienna,1.8,52437,Automatic,Hybrid,First,11325.84
2023,Toyota,Sienna,4.0,119450,Automatic,Electric,Second,20526.06
2021,Toyota,Sienna,3.5,35762,Manual,Hybrid,Second,18738.87
2021,Toyota,Sienna,4.0,77813,Automatic,Hybrid,Second,19905.91
2024,Toyota,Sienna,2.5,69314,Manual,Diesel,Second,18655.44
2016,Toyota,Sienna,4.0,45946,Manual,Petrol,First,12855.54
2021,Toyota,Sienna,4.0,99136,Manual,Electric,First,20246.18
2015,Toyota,Sienna,2.0,91668,Manual,Hybrid,First,8894.34
2015,Toyota,4Runner,5.7,99019,Automatic,Petrol,Third,9247.34
2024,Toyota,4Runner,3.5,90445,Manual,Petrol,Third,12693.41
2018,Toyota,4Runner,3.5,3193,Manual,Diesel,Third,11964.08
2019,Toyota,4Runner,5.7,43197,Manual,Petrol,Second,17269.35
2013,Toyota,4Runner,4.0,89795,Manual,Diesel,Third,5048.33
2013,Toyota,4Runner,1.8,78868,Automatic,Petrol,Third,3110.22
2020,Toyota,4Runner,5.7,8410,Manual,Petrol,First,20989.16
2013,Toyota,4Runner,5.7,20543,Automatic,Hybrid,First,16374.46
2022,Toyota,4Runner,4.0,6828,Automatic,Hybrid,Second,21393.24
2021,Toyota,4Runner,1.8,8463,Automatic,Petrol,First,17977.82
2013,Toyota,4Runner,4.0,38634,Automatic,Electric,Third,10851.44
2023,Toyota,4Runner,5.7,84554,Automatic,Petrol,Third,17822.18
2013,Toyota,4Runner,3.5,11210,Manual,Hybrid,First,12636.42
2013,Toyota,4Runner,4.0,67089,Automatic,Hybrid,Second,11541.17
2017,Toyota,4Runner,1.8,81682,Manual,Electric,Second,13021.81
2014,Toyota,4Runner,3.5,85909,Automatic,Electric,Second,12463.75
2017,Toyota,4Runner,2.5,37542,Manual,Hybrid,First,14889.05
2021,Toyota,4Runner,2.0,54649,Automatic,Electric,First,21382.56
2022,Toyota,4Runner,5.7,81033,Automatic,Diesel,First,24146.5
2016,Toyota,4Runner,5.7,63058,Automatic,Diesel,First,16706.09
2018,Toyota,4Runner,2.5,9031,Manual,Hybrid,Second,14274.54
2015,Toyota,4Runner,2.5,37624,Automatic,Petrol,Third,7304.32
2022,Toyota,4Runner,4.0,77964,Manual,Petrol,Third,14359.37
2021,Toyota,4Runner,5.7,103123,Automatic,Diesel,Third,14444.9
2014,Toyota,4Runner,3.5,103962,Automatic,Electric,First,13892.04
2024,Toyota,4Runner,3.5,45849,Manual,Electric,Third,18415.99
2024,Toyota,4Runner,3.5,42758,Automatic,Electric,Third,20902.71
2022,Toyota,4Runner,2.5,69677,Manual,Hybrid,First,17869.24
2020,Toyota,4Runner,2.0,91503,Manual,Petrol,Third,7987.95
2022,Toyota,4Runner,3.5,20297,Manual,Electric,Third,17553.91
2023,Toyota,4Runner,5.7,50498,Automatic,Petrol,Second,21151.01
2016,Toyota,4Runner,3.5,117149,Automatic,Electric,First,16061.06
2014,Toyota,4Runner,4.0,10069,Manual,Hybrid,Third,9074.74
2022,Toyota,4Runner,2.5,10597,Manual,Electric,Third,17228.31
2022,Toyota,4Runner,2.5,29417,Manual,Electric,First,21429.92
2017,Toyota,4Runner,2.0,87092,Automatic,Diesel,First,10876.83
2015,Toyota,4Runner,5.7,33403,Manual,Hybrid,First,16777.31
2018,Toyota,4Runner,3.5,30716,Automatic,Petrol,First,16364.31
2014,Toyota,4Runner,4.0,89836,Automatic,Electric,Third,11256.73
2015,Toyota,4Runner,2.0,3340,Manual,Electric,First,14105.71
2024,Toyota,4Runner,2.5,3358,Manual,Electric,First,25650.21
2015,Toyota,4Runner,4.0,61478,Manual,Electric,Third,11159.96
2013,Toyota,4Runner,2.5,23219,Manual,Hybrid,Second,10231.68
2017,Toyota,4Runner,4.0,21951,Manual,Petrol,First,15316.58
2017,Toyota,4Runner,3.5,95021,Automatic,Electric,Third,12561.36
2024,Toyota,4Runner,5.7,31308,Manual,Electric,Third,22235.25
2024,Toyota,4Runner,4.0,94088,Manual,Hybrid,First,23124.32
2024,Toyota,4Runner,3.5,59115,Manual,Diesel,Third,14702.16
2019,Toyota,4Runner,2.0,106651,Manual,Electric,First,13800.57
2023,Toyota,4Runner,2.5,15991,Automatic,Electric,Second,24140.56
2013,Toyota,4Runner,2.5,58220,Manual,Electric,Second,10876.34
2016,Toyota,4Runner,4.0,56410,Manual,Electric,First,15611.91
2020,Toyota,4Runner,3.5,108388,Automatic,Petrol,First,14453.58
2018,Toyota,4Runner,2.5,71026,Automatic,Petrol,Third,8536.27
2019,Toyota,4Runner,2.0,30103,Manual,Petrol,Second,12328.26
2022,Toyota,4Runner,5.7,3276,Manual,Hybrid,Second,23855.16
2021,Toyota,4Runner,2.5,52847,Manual,Petrol,Second,14335.51
2019,Toyota,4Runner,5.7,13886,Automatic,Petrol,First,21656.34
2017,Toyota,4Runner,1.8,128838,Automatic,Petrol,First,8646.53
2013,Toyota,4Runner,3.5,97754,Manual,Electric,Third,7982.85
2021,Toyota,4Runner,2.0,57189,Manual,Hybrid,Second,17141.07
2014,Toyota,4Runner,4.0,31220,Automatic,Electric,Second,14859.66
2014,Toyota,4Runner,1.8,62766,Manual,Diesel,Second,4154.15
2024,Toyota,4Runner,2.0,128222,Automatic,Hybrid,Third,13980.75
2020,Toyota,4Runner,5.7,106990,Automatic,Diesel,First,20765.67
2013,Toyota,4Runner,1.8,25173,Automatic,Petrol,First,7584.94
2015,Toyota,4Runner,4.0,64202,Automatic,Petrol,Second,10391.38
2022,Toyota,4Runner,2.0,92571,Manual,Diesel,Second,12646.14
2014,Toyota,4Runner,3.5,19237,Manual,Petrol,Third,8068.16
2023,Toyota,4Runner,2.0,77763,Automatic,Electric,Second,22143.75
2014,Toyota,4Runner,2.0,76463,Manual,Electric,Third,6854.65
2021,Toyota,4Runner,1.8,92081,Automatic,Diesel,Second,11991.71
2018,Toyota,4Runner,5.7,25736,Automatic,Hybrid,Second,17225.4
2024,Toyota,4Runner,1.8,58103,Automatic,Hybrid,Third,16084.49
2021,Toyota,4Runner,1.8,74274,Automatic,Petrol,Third,11310.19
2014,Toyota,4Runner,2.5,46148,Automatic,Petrol,Second,8437.41
2020,Toyota,4Runner,3.5,112988,Automatic,Diesel,Third,9462.21
2023,Toyota,4Runner,1.8,26478,Manual,Electric,Third,16713.38
2017,Toyota,4Runner,4.0,101538,Automatic,Petrol,First,12026.03
2016,Toyota,4Runner,1.8,78357,Automatic,Petrol,Third,6115.34
2015,Toyota,Tacoma,3.5,69852,Manual,Petrol,First,6933.23
2021,Toyota,Tacoma,2.5,121062,Manual,Diesel,Second,11981.24
2015,Toyota,Tacoma,3.5,57120,Manual,Electric,First,14823.13
2016,Toyota,Tacoma,2.0,84423,Automatic,Petrol,Second,6493.13
2023,Toyota,Tacoma,5.7,37773,Automatic,Hybrid,First,28884.68
2016,Toyota,Tacoma,2.0,26554,Manual,Diesel,First,10709.87
2024,Toyota,Tacoma,5.7,119149,Automatic,Hybrid,First,25493.41
2021,Toyota,Tacoma,1.8,7213,Manual,Diesel,First,16360.2
2024,Toyota,Tacoma,4.0,113153,Manual,Petrol,First,19632.72
2015,Toyota,Tacoma,1.8,109882,Automatic,Diesel,First,7538.82
2024,Toyota,Tacoma,5.7,57131,Manual,Petrol,Third,18741.32
2019,Toyota,Tacoma,3.5,46791,Automatic,Petrol,Second,13595.79
2024,Toyota,Tacoma,2.5,35245,Automatic,Diesel,Third,15072.71
2017,Toyota,Tacoma,5.7,96574,Manual,Hybrid,First,15648.84
2021,Toyota,Tacoma,1.8,58350,Manual,Electric,First,20475.8
2019,Toyota,Tacoma,3.5,67110,Automatic,Petrol,Third,10134.93
2020,Toyota,Tacoma,1.8,30606,Automatic,Hybrid,First,17494.95
2015,Toyota,Tacoma,4.0,109984,Automatic,Diesel,Second,8400.9
2024,Toyota,Tacoma,4.0,36870,Manual,Electric,Second,23532.88
2019,Toyota,Tacoma,4.0,29423,Manual,Hybrid,Second,16617.5
2023,Toyota,Tacoma,3.5,52429,Automatic,Petrol,Third,16094.35
2021,Toyota,Tacoma,2.0,116688,Manual,Electric,First,18855.56
2015,Toyota,Tacoma,2.5,109956,Automatic,Hybrid,Third,7963.01
2013,Toyota,Tacoma,1.8,35430,Manual,Diesel,Second,4530.83
2024,Toyota,Tacoma,1.8,21990,Automatic,Petrol,Second,17142.17
2014,Toyota,Tacoma,5.7,119634,Manual,Electric,First,14024.4
2022,Toyota,Tacoma,4.0,30076,Manual,Diesel,Second,17923.06
2022,Toyota,Tacoma,5.7,70468,Automatic,Diesel,Third,18307.69
2018,Toyota,Tacoma,4.0,46527,Manual,Petrol,Third,9742.0
2023,Toyota,Tacoma,4.0,50153,Automatic,Electric,Second,23511.34
2021,Toyota,Tacoma,3.5,62234,Manual,Hybrid,Third,14429.23
2023,Toyota,Tacoma,4.0,66064,Manual,Electric,Third,18368.82
2019,Toyota,Tacoma,5.7,126765,Manual,Diesel,Second,14246.33
2023,Toyota,Tacoma,4.0,31001,Automatic,Electric,Third,19636.94
2017,Toyota,Tacoma,2.0,53081,Automatic,Hybrid,First,14923.65
2016,Toyota,Tacoma,5.7,91896,Automatic,Electric,First,19770.05
2023,Toyota,Tacoma,3.5,96783,Manual,Diesel,First,18836.93
2022,Toyota,Tacoma,3.5,21020,Manual,Hybrid,Second,19455.18
2023,Toyota,Tacoma,4.0,21601,Manual,Hybrid,Second,22393.45
2018,Toyota,Tacoma,4.0,84050,Automatic,Petrol,Third,10555.65
2024,Toyota,Tacoma,4.0,69732,Manual,Hybrid,First,24204.24
2021,Toyota,Tacoma,4.0,56574,Automatic,Electric,First,25010.57
2015,Toyota,Tacoma,2.5,6696,Automatic,Electric,Second,15218.6
2016,Toyota,Tacoma,4.0,78731,Automatic,Electric,Second,14147.11
2016,Toyota,Tacoma,1.8,54313,Automatic,Diesel,Second,7931.71
2021,Toyota,Tacoma,4.0,37681,Automatic,Petrol,Second,17210.16
2014,Toyota,Tacoma,4.0,29536,Automatic,Hybrid,First,15161.18
2017,Toyota,Tacoma,2.5,62979,Manual,Electric,Third,12627.65
2024,Toyota,Tacoma,2.0,48607,Automatic,Petrol,Second,17357.57
2014,Toyota,Tacoma,3.5,104484,Automatic,Hybrid,First,12330.68
2015,Toyota,Tacoma,5.7,63315,Manual,Petrol,Third,6783.94
2020,Toyota,Tacoma,2.5,48095,Automatic,Petrol,Second,14022.32
2020,Toyota,Tacoma,2.0,87995,Automatic,Diesel,First,14396.16
2016,Toyota,Tacoma,4.0,19964,Automatic,Diesel,First,15577.51
2021,Toyota,Tacoma,1.8,35252,Automatic,Hybrid,Second,18238.58
2020,Toyota,Tacoma,5.7,88076,Automatic,Hybrid,Third,15430.76
2015,Toyota,Tacoma,5.7,25318,Manual,Hybrid,Second,15348.43
2021,Toyota,Tacoma,4.0,25412,Automatic,Diesel,Second,19652.04
2017,Toyota,Tacoma,1.8,28711,Automatic,Electric,Second,14324.08
2018,Toyota,Tacoma,3.5,113118,Manual,Hybrid,Second,11298.84
2017,Toyota,Tacoma,5.7,5708,Manual,Petrol,Third,13948.84
2023,Toyota,Tacoma,2.0,100022,Manual,Petrol,First,15285.02
2023,Toyota,Tacoma,2.0,112269,Automatic,Petrol,Third,12932.81
2018,Toyota,Tacoma,1.8,106614,Automatic,Electric,First,16098.47
2021,Toyota,Tacoma,2.0,23583,Automatic,Hybrid,Third,15693.68
2019,Toyota,Tacoma,2.0,35934,Automatic,Diesel,First,15695.85
2013,Toyota,Tacoma,2.0,16050,Automatic,Petrol,First,6828.8
2016,Toyota,Tacoma,4.0,4538,Automatic,Electric,First,19138.49
2024,Toyota,Tacoma,4.0,37998,Manual,Petrol,First,21497.55
2016,Toyota,Tacoma,2.0,44328,Automatic,Electric,Third,10917.36
2020,Toyota,Tacoma,5.7,112369,Automatic,Diesel,Second,15221.87
2023,Toyota,Tacoma,4.0,88842,Manual,Petrol,First,18864.99
2013,Toyota,Tacoma,2.5,21624,Automatic,Electric,Second,11874.77
2021,Toyota,Tacoma,3.5,124950,Manual,Hybrid,Third,12307.18
2014,Toyota,Tacoma,5.7,20266,Automatic,Petrol,Third,10923.85
2014,Toyota,Tacoma,2.5,14442,Manual,Hybrid,First,11407.45
2013,Toyota,Tacoma,3.5,22581,Automatic,Electric,First,16111.56
2013,Toyota,Tacoma,4.0,13808,Manual,Diesel,First,9224.09
2018,Toyota,Tacoma,2.5,88024,Manual,Diesel,First,10664.17
2014,Toyota,Tacoma,5.7,87526,Automatic,Hybrid,First,16061.19
2016,Toyota,Sequoia,5.7,120126,Automatic,Electric,Second,16044.55
2020,Toyota,Sequoia,3.5,92116,Manual,Diesel,Third,11773.54
2022,Toyota,Sequoia,1.8,97776,Manual,Diesel,Second,11783.13
2018,Toyota,Sequoia,2.0,98556,Manual,Diesel,First,10567.49
2017,Toyota,Sequoia,2.0,113041,Manual,Petrol,First,6660.93
2023,Toyota,Sequoia,2.5,48833,Manual,Petrol,Third,11851.29
2014,Toyota,Sequoia,3.5,68303,Manual,Diesel,Second,7837.32
2023,Toyota,Sequoia,4.0,70054,Manual,Hybrid,Third,15555.2
2021,Toyota,Sequoia,5.7,119883,Manual,Electric,Third,15372.15
2014,Toyota,Sequoia,5.7,84730,Manual,Electric,Third,11950.54
2022,Toyota,Sequoia,1.8,114072,Manual,Hybrid,Second,13114.26
2024,Toyota,Sequoia,2.0,32084,Manual,Petrol,Third,13370.23
2022,Toyota,Sequoia,1.8,58561,Automatic,Electric,Third,16579.37
2023,Toyota,Sequoia,5.7,96027,Manual,Diesel,First,22755.45
2024,Toyota,Sequoia,1.8,63272,Automatic,Hybrid,Third,16027.36
2013,Toyota,Sequoia,2.0,80219,Automatic,Petrol,Second,3155.35
2022,Toyota,Sequoia,5.7,76903,Manual,Petrol,Second,17789.6
2015,Toyota,Sequoia,3.5,10674,Automatic,Electric,First,17826.12
2024,Toyota,Sequoia,3.5,72212,Automatic,Petrol,Third,15754.52
2013,Toyota,Sequoia,2.5,103728,Automatic,Diesel,Second,5226.67
2016,Toyota,Sequoia,4.0,96863,Automatic,Petrol,First,11868.74
2013,Toyota,Sequoia,1.8,24869,Automatic,Electric,Second,11004.6
2020,Toyota,Sequoia,2.5,76788,Manual,Electric,Second,17296.19
2014,Toyota,Sequoia,5.7,61671,Automatic,Diesel,Second,12783.07
2018,Toyota,Sequoia,2.5,8283,Automatic,Electric,First,19931.92
2018,Toyota,Sequoia,1.8,4014,Manual,Electric,Second,16475.89
2020,Toyota,Sequoia,2.5,93605,Manual,Petrol,First,13503.69
2019,Toyota,Sequoia,1.8,88947,Manual,Petrol,Second,8688.57
2017,Toyota,Sequoia,1.8,21257,Manual,Electric,First,16929.12
2023,Toyota,Sequoia,3.5,110237,Manual,Hybrid,Second,17280.07
2024,Toyota,Sequoia,2.5,8668,Automatic,Hybrid,Second,21523.19
2023,Toyota,Sequoia,2.0,10352,Automatic,Hybrid,Second,21025.66
2019,Toyota,Sequoia,4.0,57122,Manual,Hybrid,Third,14139.92
2018,Toyota,Sequoia,2.0,109616,Automatic,Diesel,Second,8916.19
2017,Toyota,Sequoia,4.0,118332,Automatic,Diesel,First,13717.17
2016,Toyota,Sequoia,2.5,85722,Manual,Petrol,First,9103.13
2016,Toyota,Sequoia,3.5,80243,Automatic,Hybrid,Second,10360.92
2022,Toyota,Sequoia,3.5,72463,Automatic,Petrol,Third,14398.22
2019,Toyota,Sequoia,4.0,94683,Manual,Diesel,First,15549.55
2013,Toyota,Sequoia,1.8,127116,Automatic,Petrol,Second,2775.19
2015,Toyota,Sequoia,4.0,87514,Automatic,Diesel,First,12035.35
2013,Toyota,Sequoia,3.5,93063,Automatic,Diesel,First,8929.78
2018,Toyota,Sequoia,1.8,114900,Automatic,Petrol,Third,7731.64
2019,Toyota,Sequoia,4.0,8520,Automatic,Hybrid,First,21032.38
2014,Toyota,Sequoia,4.0,44605,Manual,Diesel,Second,8770.51
2022,Toyota,Sequoia,3.5,93226,Manual,Diesel,First,18383.43
2022,Toyota,Sequoia,3.5,124866,Manual,Electric,Third,14195.64
2018,Toyota,Sequoia,5.7,105811,Manual,Hybrid,Third,11976.24
2021,Toyota,Sequoia,1.8,87925,Automatic,Electric,Third,15307.49
2013,Toyota,Sequoia,4.0,94057,Manual,Electric,First,12327.42
2018,Toyota,Sequoia,1.8,46937,Automatic,Hybrid,Third,11575.67
2019,Toyota,Sequoia,2.0,74696,Automatic,Petrol,First,12386.96
2022,Toyota,Sequoia,1.8,18810,Automatic,Diesel,First,20852.53
2023,Toyota,Sequoia,4.0,35130,Automatic,Petrol,First,23123.0
2023,Toyota,Sequoia,2.0,33075,Manual,Petrol,Second,15907.02
2013,Toyota,Sequoia,4.0,36272,Manual,Hybrid,First,13271.88
2015,Toyota,Sequoia,3.5,46954,Manual,Petrol,Third,6035.6
2014,Toyota,Sequoia,1.8,97636,Automatic,Electric,Third,7517.4
2017,Toyota,Sequoia,5.7,40405,Automatic,Hybrid,Second,17483.19
2020,Toyota,Sequoia,5.7,54717,Manual,Electric,First,24373.54
2020,Toyota,Sequoia,3.5,121094,Manual,Hybrid,First,16333.3
2018,Toyota,Sequoia,3.5,90999,Automatic,Electric,Second,16087.91
2015,Toyota,Sequoia,2.5,117690,Manual,Diesel,Third,4029.14
2024,Toyota,Sequoia,3.5,5890,Manual,Electric,Third,21481.74
2023,Toyota,Sequoia,5.7,71842,Manual,Diesel,First,24717.9
2014,Toyota,Sequoia,4.0,47535,Automatic,Hybrid,First,12748.6
2016,Toyota,Sequoia,1.8,19633,Manual,Petrol,First,11039.21
2016,Toyota,Sequoia,1.8,47386,Automatic,Electric,First,14207.87
2023,Toyota,Sequoia,3.5,127168,Automatic,Hybrid,Second,18513.19
2019,Toyota,Sequoia,2.5,119500,Manual,Diesel,Second,10115.7
2017,Toyota,Sequoia,4.0,29069,Manual,Diesel,Second,14241.13
2020,Toyota,Sequoia,2.5,41712,Manual,Petrol,Third,10239.87
2014,Toyota,Sequoia,5.7,79509,Manual,Diesel,Third,7657.16
2022,Toyota,Sequoia,2.0,10485,Manual,Petrol,Second,16718.87
2018,Toyota,Sequoia,1.8,105638,Automatic,Diesel,Third,6938.62
2024,Toyota,Sequoia,4.0,68133,Automatic,Electric,Third,20992.32
2018,Toyota,Sequoia,2.0,55198,Automatic,Electric,Third,13408.46
2018,Toyota,Sequoia,3.5,52145,Automatic,Hybrid,First,18787.79
2024,Toyota,Sequoia,1.8,6748,Automatic,Diesel,Second,20332.42
2017,Toyota,Sequoia,3.5,38959,Manual,Diesel,Second,11607.21
2021,Toyota,Venza,5.7,115314,Manual,Hybrid,Third,15534.91
2023,Toyota,Venza,1.8,53357,Automatic,Hybrid,Second,18819.4
2023,Toyota,Venza,3.5,78403,Automatic,Petrol,Third,15197.01
2015,Toyota,Venza,4.0,26386,Automatic,Electric,Third,13972.95
2013,Toyota,Venza,2.5,114603,Automatic,Electric,First,10106.35
2024,Toyota,Venza,4.0,104154,Manual,Diesel,Third,16288.59
2020,Toyota,Venza,2.0,55656,Manual,Hybrid,Third,12396.43
2015,Toyota,Venza,2.5,49287,Automatic,Petrol,First,10920.4
2022,Toyota,Venza,2.5,79312,Manual,Petrol,First,15741.25
2022,Toyota,Venza,4.0,42850,Automatic,Hybrid,Third,18878.59
2019,Toyota,Venza,2.5,8741,Manual,Electric,First,19639.19
2017,Toyota,Venza,3.5,33257,Manual,Diesel,First,16097.74
2022,Toyota,Venza,3.5,92765,Automatic,Diesel,Third,14898.37
2020,Toyota,Venza,2.5,128204,Manual,Petrol,Third,8019.48
2021,Toyota,Venza,2.5,100790,Automatic,Petrol,Second,12454.4
2019,Toyota,Venza,3.5,42104,Automatic,Hybrid,Second,16364.19
2018,Toyota,Venza,2.0,26470,Automatic,Petrol,Second,12269.79
2023,Toyota,Venza,3.5,37087,Manual,Hybrid,Second,21178.32
2018,Toyota,Venza,2.5,108627,Manual,Diesel,Second,9411.29
2013,Toyota,Venza,5.7,56027,Manual,Diesel,Third,9115.34
2020,Toyota,Venza,3.5,25439,Automatic,Diesel,First,18965.75
2016,Toyota,Venza,3.5,42350,Manual,Diesel,Second,10470.5
2023,Toyota,Venza,4.0,94066,Automatic,Hybrid,Third,16097.7
2021,Toyota,Venza,2.5,97386,Manual,Petrol,Second,12859.78
